id_transaccion,id_comercio_comercio,fecha_transaccion,tipo_operacion,id_operacion,estado,monto,moneda,id_producto,motivo_venta_observada,numero_serie_terminal,codigo_autorizacion,numero_referencia,numero_lote,monto_dcc,dcc,numero_tarjeta,origen_tarjeta,tipo_tarjeta,marca_tarjeta,tipo_captura,banco_emisor,numero_cuenta,banco_pagador,numero_cuotas,transaccion_cuotas_sin_interes,nombre_programa,id_detalle_transaccion,importe_descuento,cashback,monto_cashback,comision_cuota_sin_interes,paga_rapido,qr,importe_propina,RUC,codigo_comercio,nombre_comercio,direccion,telefono,email,fecha_registro,ciudad,distrito,provincia,departamento,tipo_comercio,sector,ingresos_anuales,fecha_apertura,numero_empleados,frecuencia_transacciones,nivel_lealtad,id_comercio_producto,nombre_producto,categoria,precio_unitario,banco,comision,fecha,descripcion,es_dia_festivo,comision_aplicada,DayOfMonth
5023,163,2024-06-17 00:30:59.551442,Venta,163_4823,Rechazado,1206.11,Soles,26,Observado,905267,496274,763994936895,7303,1.32,SI,4044******8130,Internacional,Débito,MasterCard,Manual,Scotiabank,4444679557,Scotiabank,7,NO,,5223,39.28,NO,5.66,9.54,NO,SI,11.82,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,4,Producto A,Electrónica,291.13,Scotiabank,0.014,,,False,16.88554,17
5024,163,2024-06-29 00:30:59.551442,Venta,163_4824,En proceso,852.3,Soles,992,,768147,832485,260949674380,7553,11.83,SI,4164******7415,Nacional,Crédito,MasterCard,Manual,BCP,7969348243,Scotiabank,2,SI,Descuento Especial,5224,0.27,SI,12.66,0.29,SI,NO,13.91,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,197,Producto B,Muebles,80.7,BCP,0.02,,,False,17.046,29
5025,163,2024-02-27 00:30:59.551442,Venta,163_4825,Rechazado,773.61,Soles,119,,729676,302569,825198900566,9049,40.85,SI,4744******4505,Internacional,Crédito,Visa,Magstripe,BCP,5443054288,Interbank,7,NO,Cashback Program,5225,95.79,SI,3.0,2.97,NO,SI,6.88,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,22,Producto D,Electrónica,321.4,BCP,0.02,,,False,15.4722,27
5026,163,2024-11-13 00:30:59.551442,Venta,163_4826,Rechazado,534.26,Soles,899,Observado,346596,477413,479200409402,7784,7.42,SI,4806******8810,Nacional,Débito,MasterCard,Magstripe,BCP,5926001890,BCP,11,NO,Paga Rápido,5226,18.26,NO,13.46,9.85,NO,SI,14.5,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,178,Producto D,Alimentos,487.92,BCP,0.015,,,False,8.0139,13
5027,163,2024-08-22 00:30:59.551442,Venta,163_4827,Rechazado,350.11,Soles,768,Sin observaciones,129444,251955,336222174606,6357,8.13,NO,4328******6818,Nacional,Crédito,Amex,Magstripe,BCP,1557824510,Scotiabank,2,NO,,5227,89.89,SI,5.04,3.79,NO,NO,2.28,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,152,Producto C,Electrónica,35.95,BCP,0.02,,,False,7.0022,22
5028,163,2023-11-25 00:30:59.551442,Venta,163_4828,Completado,1217.68,Soles,792,Observado,861223,368958,470430865196,6459,10.17,NO,4686******3494,Nacional,Débito,Visa,CHIP,BBVA,3310269627,Interbank,3,NO,Cashback Program,5228,66.56,SI,11.24,7.38,NO,NO,6.53,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,157,Producto B,Alimentos,63.88,BBVA,0.013,,,False,15.82984,25
5029,163,2024-03-26 00:30:59.551442,Venta,163_4829,Completado,900.5,Soles,694,,792417,554414,240050563528,5622,19.43,NO,4631******6878,Internacional,Débito,MasterCard,QR,Scotiabank,2266831781,Interbank,10,NO,Descuento Especial,5229,83.59,NO,6.68,6.72,SI,NO,6.98,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,137,Producto D,Alimentos,109.04,Scotiabank,0.014,,,False,12.607000000000001,26
5030,163,2024-07-24 00:30:59.551442,Venta,163_4830,Completado,378.5,Soles,366,Observado,578144,532958,520129266876,7153,4.92,SI,4276******6162,Nacional,Crédito,MasterCard,QR,Scotiabank,6245135677,Interbank,2,NO,Descuento Especial,5230,18.91,SI,19.89,2.29,SI,SI,8.59,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,72,Producto A,Electrónica,431.91,Scotiabank,0.019,,,False,7.1915,24
5031,163,2024-06-06 00:30:59.551442,Venta,163_4831,En proceso,5.3,Soles,317,,260714,598353,279160993577,4494,17.16,SI,4602******3198,Nacional,Débito,MasterCard,Manual,BCP,2916695643,BCP,11,SI,Descuento Especial,5231,23.22,SI,17.91,8.9,NO,SI,10.58,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,62,Producto B,Electrónica,431.18,BCP,0.015,,,False,0.0795,6
5032,163,2024-07-05 00:30:59.551442,Venta,163_4832,Rechazado,1366.93,Soles,1002,Observado,634753,558716,839626159453,1585,20.89,NO,4235******8824,Internacional,Crédito,Amex,QR,Interbank,6485489640,BCP,0,SI,Paga Rápido,5232,55.85,NO,19.4,2.09,NO,SI,10.2,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,199,Producto B,Ropa,17.71,Interbank,0.018,,,False,24.60474,5
5033,163,2024-08-15 00:30:59.551442,Venta,163_4833,Completado,832.17,Soles,43,,102831,950187,574359321876,7097,46.98,SI,4255******3495,Internacional,Crédito,MasterCard,QR,BCP,3610342185,Scotiabank,4,NO,Paga Rápido,5233,27.19,NO,15.46,9.61,SI,SI,11.12,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,7,Producto C,Alimentos,422.82,BCP,0.02,,,False,16.6434,15
5034,163,2024-06-13 00:30:59.551442,Venta,163_4834,En proceso,964.82,Soles,57,,761258,651036,345291368759,8863,24.98,SI,4164******3146,Nacional,Débito,MasterCard,Manual,BBVA,3998827688,BCP,8,SI,Paga Rápido,5234,49.31,NO,0.77,8.15,NO,NO,1.29,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,10,Producto B,Electrónica,110.2,BBVA,0.013,,,False,12.54266,13
5035,163,2024-09-14 00:30:59.551442,Venta,163_4835,Rechazado,1876.65,Soles,876,,529539,637023,725697819988,7960,20.3,NO,4823******8520,Internacional,Débito,MasterCard,CHIP,Scotiabank,1950818783,BCP,9,SI,,5235,13.15,NO,1.69,0.58,SI,SI,11.74,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,174,Producto A,Electrónica,62.49,Scotiabank,0.014,,,False,26.273100000000003,14
5036,163,2023-12-19 00:30:59.551442,Venta,163_4836,Rechazado,350.16,Soles,962,Sin observaciones,746794,175866,851598182135,8022,5.26,NO,4598******5488,Nacional,Crédito,Amex,CHIP,BBVA,3479664228,BBVA,8,NO,,5236,93.39,NO,17.96,1.63,SI,SI,11.6,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,191,Producto B,Alimentos,23.63,BBVA,0.017,,,False,5.952720000000001,19
5037,163,2024-05-02 00:30:59.551442,Venta,163_4837,Completado,1223.35,Soles,750,Observado,623244,618589,386330349754,5340,38.82,SI,4988******5924,Internacional,Crédito,Visa,Magstripe,BCP,4887793783,Scotiabank,8,NO,Paga Rápido,5237,15.53,NO,16.36,0.82,NO,SI,13.62,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,148,Producto E,Muebles,414.56,BCP,0.02,,,False,24.467,2
5038,163,2024-04-27 00:30:59.551442,Venta,163_4838,Rechazado,575.89,Soles,1025,Observado,927003,681909,103030125379,2076,28.34,SI,4528******9687,Internacional,Débito,Visa,CHIP,Interbank,7776440150,Scotiabank,8,SI,,5238,89.02,SI,11.46,2.28,NO,SI,6.77,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,203,Producto E,Ropa,431.52,Interbank,0.012,,,False,6.91068,27
5039,163,2024-03-04 00:30:59.551442,Venta,163_4839,Rechazado,206.72,Soles,258,,369478,202795,797337994634,7347,26.68,SI,4010******3838,Nacional,Débito,MasterCard,Manual,BBVA,7691944540,Interbank,11,SI,Cashback Program,5239,82.0,NO,2.96,3.12,SI,NO,14.08,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,50,Producto C,Electrónica,40.3,BBVA,0.013,,,False,2.68736,4
5040,163,2024-01-24 00:30:59.551442,Venta,163_4840,Rechazado,246.82,Soles,949,Sin observaciones,965055,119146,915792446530,1595,18.65,SI,4443******5367,Nacional,Débito,Visa,QR,BCP,8211475030,Interbank,5,SI,Cashback Program,5240,81.85,SI,6.27,6.08,SI,NO,8.47,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,188,Producto D,Ropa,149.74,BCP,0.015,,,False,3.7022999999999997,24
5041,163,2024-11-03 00:30:59.551442,Venta,163_4841,En proceso,1264.88,Soles,498,,636095,691512,117454563929,7265,13.51,SI,4211******6607,Nacional,Crédito,Visa,CHIP,Scotiabank,7738081594,Scotiabank,2,SI,Paga Rápido,5241,18.29,SI,19.96,8.86,SI,NO,1.68,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,98,Producto C,Electrónica,156.37,Scotiabank,0.019,,,False,24.03272,3
5042,163,2024-07-21 00:30:59.551442,Venta,163_4842,Completado,559.13,Soles,950,Observado,635998,154036,692268520010,6672,34.38,NO,4830******1925,Internacional,Débito,Visa,Manual,BCP,8594865746,Scotiabank,1,NO,Cashback Program,5242,38.11,NO,9.75,5.96,SI,NO,2.6,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,188,Producto E,Ropa,251.26,BCP,0.015,,,False,8.386949999999999,21
5043,163,2024-02-05 00:30:59.551442,Venta,163_4843,Completado,1305.75,Soles,559,Sin observaciones,652325,792331,579496155462,6700,17.39,NO,4608******9287,Nacional,Crédito,MasterCard,Magstripe,Scotiabank,3728283271,Interbank,7,SI,Paga Rápido,5243,48.25,SI,8.93,2.32,NO,SI,14.12,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,110,Producto D,Electrónica,181.37,Scotiabank,0.019,,,False,24.80925,5
5044,163,2024-02-15 00:30:59.551442,Venta,163_4844,En proceso,1421.21,Soles,889,Sin observaciones,883066,217023,178974931870,1537,15.57,NO,4425******1846,Internacional,Crédito,Amex,Manual,Interbank,1256860043,Scotiabank,0,SI,,5244,53.37,NO,9.3,2.48,SI,NO,8.6,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,176,Producto D,Electrónica,203.97,Interbank,0.018,,,False,25.58178,15
5045,163,2024-08-11 00:30:59.551442,Venta,163_4845,Rechazado,1039.02,Soles,89,Observado,745757,400134,481181688362,1551,2.93,NO,4926******2319,Internacional,Débito,Amex,CHIP,BCP,2829555640,BCP,2,NO,Cashback Program,5245,55.04,SI,13.96,0.77,SI,NO,10.76,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,16,Producto D,Alimentos,231.8,BCP,0.015,,,False,15.585299999999998,11
5046,163,2024-01-02 00:30:59.551442,Venta,163_4846,Rechazado,1229.89,Soles,582,,635552,876772,768676222356,9003,40.95,SI,4203******8258,Nacional,Débito,MasterCard,Manual,Scotiabank,7804074686,Interbank,11,NO,,5246,15.09,NO,4.17,3.22,SI,SI,0.5,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,115,Producto B,Ropa,182.8,Scotiabank,0.014,,,False,17.21846,2
5047,163,2023-11-19 00:30:59.551442,Venta,163_4847,En proceso,1940.19,Soles,644,Observado,389581,258271,825886248461,2485,39.63,SI,4760******4129,Internacional,Débito,Visa,QR,Scotiabank,5003249061,BCP,9,SI,,5247,1.86,NO,19.37,0.34,NO,NO,9.63,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,127,Producto D,Electrónica,45.19,Scotiabank,0.014,,,False,27.162660000000002,19
5048,163,2024-09-27 00:30:59.551442,Venta,163_4848,Rechazado,86.34,Soles,576,,927980,170610,679308267898,4252,43.72,SI,4153******7289,Internacional,Débito,Visa,CHIP,BCP,7966471371,BBVA,4,NO,Descuento Especial,5248,35.5,NO,17.39,8.43,SI,NO,6.86,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,114,Producto A,Ropa,175.12,BCP,0.015,,,False,1.2951,27
5049,163,2024-01-30 00:30:59.551442,Venta,163_4849,En proceso,1532.37,Soles,322,Sin observaciones,904875,491891,892634135644,1124,39.43,SI,4633******9572,Internacional,Débito,Amex,Manual,Interbank,5589157017,BCP,11,SI,,5249,13.32,SI,15.37,6.17,SI,SI,5.73,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,63,Producto B,Ropa,170.65,Interbank,0.012,,,False,18.38844,30
5050,163,2024-09-17 00:30:59.551442,Venta,163_4850,Rechazado,1311.9,Soles,596,Observado,182058,650403,366358668440,9939,12.13,NO,4829******6534,Nacional,Débito,MasterCard,Magstripe,Scotiabank,9410131078,Scotiabank,5,NO,Cashback Program,5250,2.6,NO,4.3,5.21,SI,SI,1.33,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,118,Producto A,Electrónica,425.67,Scotiabank,0.014,,,False,18.366600000000002,17
5051,163,2024-01-06 00:30:59.551442,Venta,163_4851,Rechazado,1326.99,Soles,958,Sin observaciones,257847,472535,496744291538,9748,18.83,SI,4713******9119,Nacional,Débito,Amex,QR,Scotiabank,7398167250,Scotiabank,9,SI,,5251,9.23,NO,3.78,8.65,SI,SI,6.78,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,190,Producto C,Muebles,429.9,Scotiabank,0.014,,,False,18.57786,6
5052,163,2024-06-22 00:30:59.551442,Venta,163_4852,En proceso,142.22,Soles,183,Sin observaciones,736543,984704,700089494623,3299,17.7,SI,4606******7046,Nacional,Débito,Visa,CHIP,Interbank,1609268298,Interbank,6,NO,,5252,54.8,NO,12.52,9.45,SI,NO,14.23,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,35,Producto C,Electrónica,194.18,Interbank,0.012,,,False,1.70664,22
5053,163,2023-11-26 00:30:59.551442,Venta,163_4853,En proceso,1674.64,Soles,281,,542519,954789,191425911727,7740,29.78,SI,4246******5709,Internacional,Crédito,Visa,Manual,BBVA,1162103687,BBVA,11,SI,Descuento Especial,5253,40.23,SI,0.4,4.88,NO,SI,7.57,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,55,Producto A,Electrónica,208.44,BBVA,0.017,,,False,28.468880000000002,26
5054,163,2023-12-11 00:30:59.552946,Venta,163_4854,Rechazado,1578.97,Soles,897,Observado,764914,735539,605945174466,8888,22.95,SI,4849******6010,Internacional,Crédito,Amex,CHIP,BCP,2890635943,BCP,8,NO,Cashback Program,5254,66.68,NO,6.8,4.65,SI,SI,8.71,205500163,C163,Comercio 163,Dirección Y,987654321,correo163@example.com,2024-11-14,Arequipa,San Isidro,Provincia X,Departamento X,Mayorista,Moda,95581.76,2020-10-20,42,Semanal,Oro,178,Producto B,Electrónica,232.1,BCP,0.02,,,False,31.5794,11
5055,164,2024-06-27 00:30:59.552946,Venta,164_4855,Rechazado,1494.25,Soles,338,Observado,786607,876981,262196035806,7516,42.13,SI,4591******5784,Nacional,Crédito,MasterCard,Manual,BCP,8798866386,BBVA,10,SI,,5255,80.69,SI,8.19,0.93,NO,NO,7.38,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,66,Producto C,Electrónica,116.63,BCP,0.02,,,False,29.885,27
5056,164,2024-09-28 00:30:59.552946,Venta,164_4856,Completado,1778.95,Soles,38,,677020,832181,865425375998,2816,25.38,SI,4331******4234,Internacional,Crédito,Amex,QR,BBVA,9818751150,Interbank,6,SI,Descuento Especial,5256,14.16,NO,15.99,1.4,SI,NO,7.89,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,6,Producto C,Muebles,388.43,BBVA,0.017,,,False,30.242150000000002,28
5057,164,2024-02-06 00:30:59.552946,Venta,164_4857,Completado,157.38,Soles,981,,446395,580007,569964151028,8364,24.94,NO,4948******4597,Nacional,Débito,Amex,Manual,BCP,5305120312,BBVA,0,SI,Cashback Program,5257,8.3,SI,14.25,9.87,SI,SI,5.53,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,195,Producto A,Electrónica,115.53,BCP,0.015,,,False,2.3607,6
5058,164,2024-07-03 00:30:59.552946,Venta,164_4858,En proceso,1869.76,Soles,603,Sin observaciones,497332,988127,391828567928,5696,19.34,SI,4819******2805,Internacional,Crédito,MasterCard,Magstripe,BBVA,9818298470,BBVA,1,SI,Paga Rápido,5258,55.72,SI,9.57,2.78,SI,SI,2.05,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,119,Producto C,Ropa,151.8,BBVA,0.017,,,False,31.78592,3
5059,164,2024-03-28 00:30:59.552946,Venta,164_4859,Rechazado,1166.65,Soles,401,Observado,393281,100216,393015052120,3097,35.76,SI,4942******8516,Nacional,Débito,MasterCard,Magstripe,Scotiabank,8546709012,BBVA,0,SI,Descuento Especial,5259,70.19,NO,1.22,8.55,NO,SI,8.16,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,79,Producto A,Alimentos,282.9,Scotiabank,0.014,,,False,16.3331,28
5060,164,2023-12-17 00:30:59.552946,Venta,164_4860,En proceso,1000.72,Soles,397,,184938,108146,533024830729,4577,9.89,SI,4205******1456,Nacional,Crédito,Amex,Manual,BBVA,9128463943,BCP,4,NO,Descuento Especial,5260,63.44,NO,19.86,0.1,NO,SI,11.75,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,78,Producto B,Muebles,86.84,BBVA,0.017,,,False,17.012240000000002,17
5061,164,2024-04-11 00:30:59.552946,Venta,164_4861,Rechazado,215.02,Soles,778,Observado,803942,264313,357785603521,2421,11.8,NO,4081******4808,Internacional,Débito,MasterCard,Manual,Interbank,8057084317,BCP,11,SI,Cashback Program,5261,5.27,SI,1.12,3.82,NO,SI,9.69,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,154,Producto C,Alimentos,424.98,Interbank,0.012,,,False,2.5802400000000003,11
5062,164,2024-04-14 00:30:59.552946,Venta,164_4862,Rechazado,1075.14,Soles,620,Observado,792246,612279,807467527273,8290,34.55,NO,4467******3162,Internacional,Crédito,MasterCard,CHIP,BCP,2813600991,Interbank,8,NO,,5262,96.87,SI,9.9,1.56,SI,NO,4.23,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,122,Producto E,Electrónica,333.28,BCP,0.02,,,False,21.502800000000004,14
5063,164,2024-01-13 00:30:59.552946,Venta,164_4863,Completado,1784.62,Soles,419,Observado,604715,150344,630662228162,3673,40.14,SI,4506******6212,Nacional,Crédito,MasterCard,CHIP,BCP,5911308564,BBVA,9,SI,Descuento Especial,5263,34.06,SI,4.2,2.56,SI,NO,13.5,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,82,Producto D,Muebles,431.93,BCP,0.02,,,False,35.6924,13
5064,164,2024-07-01 00:30:59.552946,Venta,164_4864,Completado,151.73,Soles,680,Observado,540947,435408,520436736437,3319,10.75,NO,4393******6089,Nacional,Crédito,Visa,Magstripe,BBVA,2993978875,Scotiabank,1,SI,Paga Rápido,5264,54.92,SI,5.07,6.09,NO,NO,13.5,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,134,Producto E,Alimentos,51.4,BBVA,0.017,,,False,2.57941,1
5065,164,2024-02-04 00:30:59.552946,Venta,164_4865,En proceso,261.66,Soles,263,Sin observaciones,698494,110244,729836173289,9168,39.88,SI,4910******7215,Nacional,Débito,Visa,CHIP,BCP,7667344684,Interbank,9,NO,Paga Rápido,5265,77.21,NO,0.74,2.18,SI,SI,0.94,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,51,Producto C,Ropa,56.52,BCP,0.015,,,False,3.9249,4
5066,164,2024-09-09 00:30:59.552946,Venta,164_4866,Rechazado,1493.84,Soles,192,Sin observaciones,580338,517070,387117383121,6861,33.75,SI,4139******9698,Internacional,Débito,MasterCard,CHIP,BBVA,5013136823,Scotiabank,9,NO,Cashback Program,5266,32.71,SI,18.32,5.1,SI,NO,7.29,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,37,Producto B,Ropa,229.82,BBVA,0.013,,,False,19.419919999999998,9
5067,164,2024-07-12 00:30:59.552946,Venta,164_4867,Completado,1552.48,Soles,439,Observado,755430,627982,890340313400,4123,20.19,NO,4188******8367,Internacional,Crédito,Visa,CHIP,BBVA,4790804063,BCP,2,SI,Descuento Especial,5267,13.14,SI,14.81,0.6,SI,SI,8.17,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,86,Producto D,Muebles,65.52,BBVA,0.017,,,False,26.39216,12
5068,164,2023-12-09 00:30:59.552946,Venta,164_4868,Rechazado,512.17,Soles,734,Sin observaciones,437345,814285,596372676572,4067,17.03,NO,4512******7155,Nacional,Crédito,Amex,CHIP,BBVA,1802744857,Scotiabank,0,NO,Cashback Program,5268,34.93,SI,10.68,9.26,NO,SI,2.28,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,145,Producto D,Ropa,161.47,BBVA,0.017,,,False,8.70689,9
5069,164,2024-10-08 00:30:59.552946,Venta,164_4869,Completado,264.41,Soles,895,Observado,840913,879212,114211937906,6136,39.69,SI,4165******6079,Nacional,Crédito,Visa,Manual,BBVA,4934806348,BBVA,2,NO,Cashback Program,5269,55.12,NO,8.19,2.91,NO,SI,3.39,205500164,C164,Comercio 164,Dirección Y,987654321,correo164@example.com,2024-11-14,Arequipa,Centro,Provincia X,Departamento X,Mayorista,Hogar,83969.24,2014-12-20,32,Semanal,Plata,177,Producto E,Muebles,188.23,BBVA,0.017,,,False,4.49497,8
